id,review,label
552,"&quot;Da Ming robbery&quot; is a work of historical disaster theme. It reveals the living conditions and emotional state of people in troubled times around the war scenes of the Ming Dynasty. It is an excellent film that reveals complex human nature in depth. The film has highlighted a &quot;chaotic&quot; character, profoundly revealing the war hostile state of people in the &quot;troubled world&quot; and the difficult choices of individuals as individuals. The film gave up the so-called &quot;grand narrative&quot;, and did not obsessed with scanning the panorama of that era. Instead, it selected some representative scenes from the microscopic cross-sections to describe the scenes and successfully demonstrated the chaos of the troubled times. : Invasion of foreign nephews, famines, plagues, panic, chaos, helplessness, despair, especially the horror scenes of almost every family caused by the Great Plague and the death of villages have created a worldly hellish world of chaos; What is even more horrifying is that people began to abandon each other for mutual benefit and even kill each other. In order to get a few pigeons to survive, a soldier frantically killed his comrades who blocked himself, and some officers and men who were willing to commit adultery and looting civilians. And even cruelly cut their first class to take advantage of the rewards... So the hero appeared. Although this film is not an anti-hero film, it is different from many movies that promote heroes to turn the tide and save the world, but let the heroes dissolve in the long river of history. The two heroes in this film are especially short-sighted. In the face of the unsettled end of the Ming Dynasty, they lost some pride and enthusiasm, and they were more sad and sad. The building will be tilted and the house will be difficult to support. The famous generation Sun Chuanting (Dai Lijin) â€œknows that it cannot be doneâ€ and is finally ravaged by the flood of history. And go. A travel doctor Wu Youke (Feng Yuanzheng), despite his superb medical skills, saved countless people&#39;s lives with a unique anti-epidemic and epidemic theory, but was unable to prevent people from killing each other, and even unable to cure the disease, and eventually could only return to the rivers and lakes. They have the commonality of heroes? They have the courage to take responsibility. However, the two heroes in the film are most touching, but they are doing this in order to end the &quot;worldwide&quot; and end the war hostile state between people. The difficult choice of individual people. Sun Chuanting had no choice but to throw a pen from the hustle and bustle. In the troubled times, he became &quot;had to be ruthless&quot; and even arrogant. He was forced to become a person he did not want to become. His inner contradictions, entanglements and helplessness were quite tense. The biggest dilemma of Wu Youke is how should he treat and accept such a &quot;complex and chaotic&quot; Sun Chuanting? When the humanity hall of most people collapses, the love and hate of the two awakes such as Sun Chuanting and Wu Youke will be lost.Going in the direction, right and wrong, justice and evil are in a state of indecision. Can&#39;t find the hero of the opponent, and no one cheers, is it a hero? Heroes can&#39;t save Da Ming. We have to think about the question of why the mighty Daming will die. As the most powerful country in the world at that time, the curtain call of the Ming Dynasty has been going on for hundreds of years, but it has always been like a puzzle to be solved. Some people say that Daming was killed in the &quot;Resistance to the aid of the DPRK&quot; because the &quot;anti-insurance and aid to the DPRK&quot; made the Da Ming State Treasury short of losses, and the navy lost its money. Some people said that Da Ming died on &quot;anti-gold&quot; and imposed a large amount of &quot;anti-gold&quot;. The rigorous taxation caused the official to force the people to rebel; others said that Damingâ€™s death was in the suppression of â€œrogueâ€ because the peasant uprising led by Li Zicheng attacked Beijing, forcing the emperor to hang himself. However, perhaps the facts should be as shown in this film: Daming is not dead in &quot;multiple wars&quot;, and second is not in &quot;depletion&quot;. The demise of the Ming Dynasty is in no way comparable to the demise of the dynasties. . The film vividly and artistically reproduces the tragic scene of the sorrows and sorrows of the Ming and Qing dynasties. The complete political corruption from top to bottom and from inside to outside has caused the government to lose the function of relief of the people. On the contrary, the government continues. Imposing rigorous taxes and taxes is tantamount to squandering the people&#39;s downs and downs, and when the complaints are borne, the people who were the basis of the imperial rule have emerged as the enemy of the government, and a government is not far from extinction. Zhu Yuanzhang, who founded Da Ming by religious rebellion, banned the Ming dynasty. However, the &quot;rogues&quot; did not use the Ming dynasty to attack Beijing. The squadrons did not have an epidemic or the epidemic was better than the official army, but the momentum was growing. Sun Chuanting I sigh that Li Zicheng once played &quot;only 18 rides left.&quot; &quot;He can become a failure of 10,000 times, but I can&#39;t afford it once.&quot;? All this means that &quot;the heroes of the times&quot;, not &quot;the history of heroes.&quot; &quot;The so-called &quot;heroes in the chaos&quot;, and the &quot;potential&quot;. Or is it within the hearts of the people? In the end of the world, you are a &quot;chaotic&quot; word!",movie
553,"In 11 years, I was internship in Shenzhen, going to work during the day, and taking a junior high school student in the evening. The childâ€™s talent is limited and diligent, and I have tried my best and have no effect. But I accidentally read all of his textbooks carefully. The conclusion is? Then I began to reflect on a question: Why is there so many startups in Shenzhen? Why not in other places? Later, I gradually learned that Shenzhen has many investment companies and numerous incubation platforms. Compared with other places, the creativity of young people here is easier to get support. But there is not enough investment. Huaqiang North is not a little bit worse than Silicon Valley. Later, I went to work at a research institute. Of course, it is more appropriate to use miscellaneous work. This high-tech technology is still leading, I am only half-baked. However, when I came into contact with some component materials, I realized why China could not produce a first-class company like Apple. Most of the components are imported, large to cisco switches, a small circuit of the 74hc series, not domestically produced, domestic goods are not people worry. Then gradually understand that China&#39;s industrial base is fragile, without the support of excellent basic industries such as Intel, 3M, Mini, Omron, Panasonic, Texas Instruments, Corning, Sharp, LG, without these equipment, materials, components supply The continuous innovation of business, how can there be such a big man like Apple. Investment, entrepreneurial incubation is the bones, the industrial foundation is masonry, with these, in order to have a beautiful attic on the spire. The idea is always the gold wire on the Chinese dress, the jewel in the crown. If you meet again and say that Chinese students lack creativity, hehe. Looking back at the book, in fact, the content is quite rich, and the classic TRIZ, brainstorming and other theories and methods have a more detailed explanation, it is still a little inspiring. In a word, the principle can be referenced, and the case is too sloppy. There are too many slots! When a person thinks that 1+1 has more than twenty answers, there is actually no dime relationship with creativity. On page 7, a &quot;silent piece&quot; created by John Cage suddenly thought of Wang&#39;s &quot;strongest draft pick&quot;. On page 19, two new items are required to design new things. What is the significance of the nailed baseball cap on the wall! There are so many things in the world that can improve human life that need to be designed and innovated. You actually make garbage here! Those inexplicably funny, your name is Minke! Using analogy and association to explain the success of Apple and Tweeter, itâ€™s frustrating to explode. This is typical.After the event, Zhuge Liang, like a pig beforehand! The brainstorming method is more detailed, and this part is still of reference value. But is free and free talk really creative? Look at your qq group. On page 65, the importance of collecting accumulation is understandable, but the tools are a bit out of the way, the dancer&#39;s carton, the poet&#39;s kit, there is no evernote, the dropbox is powerful and convenient. 92 pages, the more active the pressure is thinking? Bullshit! 107, is it fun to use an electric car? Are you kidding me? 4 principles of brainstorming: delaying judgment, pursuing quantity, prohibiting criticism, integrating ideas",movie
554,"Warm Bodies (2013) Warm Bodies (2013) Warm Bodies (2013) A very strange zombie movie, and still love-themed. The movie tells the romantic story of a zombie resurrected because of love. The actor is a zombie. Although he is dead, he still has feelings to speak. One day, when the actor went to eat, he saw a beautiful heroine and fell in love with her at first sight. Therefore, after the boyfriend who took the heroine&#39;s boyfriend took possession of his memory, she took her home to protect it. Within a few days, the male and female protagonists from strangers to familiar, began to like each other, which made the male protagonist recover the heartbeat. The heroine wants to go home. When she sneaked, she stunned a lot of zombies and embarrassed from zombies. The two began to escape. At the same time, the love of the male and female protagonists also restored many zombies to the heartbeat. After escaping for a while, the actor confessed to the heroine that she had eaten her boyfriend, so that the heroine secretly left home the next day. When the hero leads to the heroine, he goes home alone, but there are many zombies that have changed on the road, so everyone decided to go to the heroine and ask humans to stop them from chasing them. The male lead relies on the memory of the heroine boyfriend to sneak into the human settlement and find the heroine. The two are very happy. Subsequently, the heroine took the male lead to find her father, the highest commander of humanity. They told the father about the incident, but the father did not believe it and killed the male protagonist. The two had to escape again. At this time, the crickets have already been chased, so the heroines and zombies have fought with each other. Humans have begun to fight alongside the zombies. On the other hand, the heroine&#39;s father shot and shot the male lead, and the heroine immediately found out that he was bleeding. Everyone was shocked. In the end, the zombies gradually returned to humanity, and the hero and heroine were happy and happy together. This is a very happy movie. Although it is a zombie theme, it is a funny romantic comedy. The film has a youthful idol actor, unique laughter, bright colors, beautiful music, alternative plots, etc., is a masterpiece of a variety of elements mix and match. The movie is very simple and not much to say. The theme is popular love, the plot is imitated &quot;Romeo and Juliet&quot;, the smile is caused by several types of film differences, the end is the fairy-tale Happy End. It is this that makes the film unique and jumps out of the usual routine of zombie films, and has taken new ideas. for meIn fact, the setting of the zombie picking girl is too surprising for me! Can such an unexpectedly weird setting not appeal to the audience? In addition, the scene of the balcony that copied &quot;Romeo and Juliet&quot; made the film full of strange joy, so fun! I saw here that I understand why the heroine still lives in such a mansion in the world of zombie flooding. It was originally intended to imitate Juliet! In short, this is a good movie that is unexpectedly set, that is, a youth idol film, also a comedy zombie film, such a movie has not appeared in Hollywood. The filming is equally surprising. First of all, the songs in the movie are very good, and in line with the movie plot, the first capital brings a unique taste to the film. Second, the bright colors of the film are rare in zombie movies. These bright tones give the film a pleasant viewing and a positive theme. Of course, this also satisfies my needs, because I don&#39;t particularly like dark-skinned movies?? Black can&#39;t see anything clearly. Can this be called a movie? Third, the unique movement of the mirror and the editing of the film makes the film very modern. For example, although there are not many action plays in the film, the filming speeds up the rhythm of the film, which seems to be in one go, very enjoyable. From the above points, it can be seen that this is a well-positioned and creative Hollywood masterpiece, Jonathan Levine is very talented. The actors are quite satisfactory. The male and female protagonists are not handsome men and women, especially the male protagonist Nicholas Hoult is very different. His skinny appearance has nothing to do with handsome. The heroine is Teresa Palmer, who is a supporting role in Key No. 4, and this time she finally became the protagonist. Teresa Palmer looks very popular, although it is a beautiful woman, but her face is similar to many European and American actresses, such as &quot;Twilight Woman&quot;, which makes people always look awkward. So, I predict that Teresa Palmer is not red. The rest of the film is a dragon, not to mention. in conclusion. This is a very fun mix and match movie that looks very relaxing and enjoyable. It is a full-fledged commercial entertainment movie. Warm.Bodies.2013.OPEN.MATTE.720p.BluRay.x264-EbP",movie
555,"I watched an episode with a friend and then there was no more. At that time, it was mainly because the type of plot did not arouse our interest. Because there are too many people I like, I find it out later, and the results are out of control. I read the five seasons at a time. I think that some dramas still have to go slowly to discover their uniqueness. For the dying person, walter is lucky, at least he knows that he will die soon, and he is ready to do something before he dies. He also said in the play that he had slept even better since he knew he was going to die. Walter said that no matter whether we go to the production of drugs, it does not affect the amount of ice poison in this market, just as we go to make drugs, they can get more pure ice. After the whole drama was over, it was discovered that Walter had eliminated several drug lords and completely destroyed a huge ice sales network. Although those are not the purpose of his doing it, it does achieve that effect. So on the whole, Walter is a hero, a hero who is no less than Hank. In fact, Walter&#39;s initial choice of making drugs is a matter of course. In exchange for ourselves, family life is tight, life is incompetent, and suffering from cancer, just happens to meet a chance to make drugs, just can use their own expertise, although it is a violation of the law, but it will soon be alive, I estimate Anyone who is under this condition will make the same choice. The plot can develop. It can be said that it is caused by walter&#39;s insatiable greed. It can also be said that it is caused by Jesse&#39;s immaturity. In short, because of these two most important factors, the plot is full of twists and turns, and the poisonous cockroaches die one after another. They all have a hard wound, walter is a family, Jesse is a child (and a child&#39;s temper). They failed to become Bill Gates in the drug industry, entirely because of an eagerness for success and a love. Jesse seems unprofessional most of the time, but once he is professional, he can be amazed, especially when Mexico is questioned about the level of drug production, you have to make a slap! Gusâ€™s revenge in Mexico does not show up in the mountains. This is the high man. Jane is very hurt. She gave a fresh feeling as soon as she appeared, but then I was a bit skeptical that she was in contact with Je.The motivation of sse finally proves that my suspicions are shameful. Walter was very upset when she watched her struggle to die, but she was lucky. If she doesn&#39;t die, Jesse should fly away with her. She is the home of Jesse, the most perfect destination. Walter is calm and struggling. From this point of view, he is very similar to Xiaoqiang. People can get used to anything, including killing. Walter is a typical example. Although everyone he killed must be killed in his opinion, his inner feelings are getting weaker and weaker. Walter is getting stronger and stronger, and Jesse is just the opposite. He is completely surrounded by emotions, and you can&#39;t wait to trample him to death. Several people inside said to Walter that you are not suitable for this line. In fact, I think that Walter has all the qualities of doing this. On the contrary, Jesse is totally unsuitable for this line. Walter is not a normal person at all, and Jesse happens to be a normal person. Only one normal person has so much sentimentality. Although Walter is struggling emotionally, he is well controlled. At least he is sober, arrogant and decisive when he is doing business. This is not something a normal person can do. Mike said to Jesse: He is a time bomb, don&#39;t do it with him. Finally, Mike still worked with him, and he was killed. In fact, Jesse is also a bomb. It is an untimely bomb. You don&#39;t know when he will make a noise, but his bomb only blows Walter. So, on the whole: Jesse made Walter, Walter made the whole game. Seeing someone saying that the word breaking bad is mainly to describe Jesse, madly praised. But in fact, the constraints that Jesse faced were much weaker than Walter. Jesse&#39;s struggle is only in his personal psychological balance, and Walter wants to be outside, but also Anne, especially Jesse, an untimely bomb. Many people love and hate Jesse because many people can feel empathy for him because he is a normal person. He is not perfect, and he has a lot of jealousy. And Walter is not a normal person. Many of his qualities are difficult to see, so for him, IWe can only be longing for, oh, worship. Jesse looks more real and more intimate. We can find our own shadow on Jesse, but you can&#39;t find it on Walter.",movie
556,"In the rare subject matter of the country, it has encountered a bad plot. I am very worried about the plot that is not related to fighting. If you are jealous, you have to die to live! Stick to these two words, and listen to it, forget what it is. At the beginning, I was thinking, Hui Ge, you will not just come to be a coach. As a result, he still came to power. Anyway, he is inexplicably taking part in the competition. Just after the film was just over half a point, Peng Yuxi shouted off the food, and I was shocked. Later I learned that this story has nothing to do with the champion. Other such films have to write the protagonist to win the championship, which is not the case. It turns out that the little girl is still a star in Malaysia and will have many languages.",movie
557,"According to the usual practice, look at it, write it, still no surprise, but look at it is not tired, licking melon seeds, eating fruit for two hours. The first story should be given to the sisters, brothers, uncles, and aunts of the Network Management and Network Special Operations Section, and then swear: No deletion! The second story is a bit greasy, and the final brainwashing is flashing, no surprises. The story of the microwave oven is very hard, how is it a decades old supporting role, watching him really tired, but this machine is fierce, especially the last... the fourth time to come to a Japanese partner, New Oriental Family cooking training center, but also package distribution, is really a good place, in fact, it makes sense, the housewife is good, happy in your position, very democratic and humane. In the end, the romantic story of Tucao was to be played by a lovely person. He suddenly found out that a girlâ€™s kiss was enough to faint. The result was still a quirk. He chased himself and said that he was an atomic bomb. He couldnâ€™t escape.",movie
558,"Because Shen Yu is beautiful in the old days, sometimes people can&#39;t bear to pull out their thoughts, just want to infiltrate them, because it is a kind of spiritual stretching and relaxation, as if it is a spiritual opium, it is difficult to quit. Sometimes I will deliberately prevent myself from going to nostalgia. But when I saw this book, I said to myself, let me miss it again. just one time. I used to want to escape, and I want to go out of my hometown, but now I have a warm glow in my memory. The ignorant childhood that I used to spend in a small town, and the busy teenage years, now seem to be plated. There is a layer of golden light. Now think about it is not unhappy, remember to live in the grandmother&#39;s house during the summer vacation, every time the big goose stretched out his neck and rushed to me, scared the yard to run, and finally saw a big goose neck stuck in the board. The snorkel (previously the rural walls were made of wood) was deflated, and there was a rainy day lying in the grandmother&#39;s house covered with quilts, watching the novel, eating ginger sugar as a snack but happy to die. When I was a teenager, I knew the happiness of my new friends. I was carrying my motherâ€™s secret reading of extracurricular books. I learned to ride a bicycle. Itâ€™s dark and Iâ€™m happy in the yard. Iâ€™m going to go early in the morning with my friends. Not so many roads on the road to the crazy ride, grinding the father to do the swing in the yard, the happiness that floats every day. Even just working with my mother to help the small flower beds in the courtyard, but inadvertently growing a surprise of a tall sunflower, now it seems that it belongs to my childhood, my hometown is unique. When I grew up, I finally got away from my hometown and came to a big city. I finally lived the day I wanted, walked on the street, and never met someone I knew. I can safely wrap myself up. But now I am always thinking back, the place that carries all my good times, those laughter, those tears, those pure feelings let them all exist in my small town. A person&#39;s life is a process of gradually drifting away and gradually losing. In this process, I also lost some simplicity, lost some friends, lost a little health, and in the process I am sometimes numb, sometimes deplorable, sometimes violent. , or happy, gradually gave up a little middle-aged taste. Facing the increasingly old face, and the uncomfortable pain of the body from time to time, from being depressed to enduring the final calm, accepting everything that life has given me, and accepting it all. But those who are gradually drifting away are my starting point and my wealth. Although I can&#39;t go back, I can&#39;t forget it.",movie
559,"When itâ€™s not a good time, letâ€™s write something. A few days ago, when I thought I was in the best mood, I was sitting in front of the IMAX 3D big screen. The most direct reason that could drive me to sit there was Xu, if I didnâ€™t, I wouldnâ€™t have such a The film with all kinds of actors was added, and he began to hesitate from the beginning of the premiere. The inner struggle finally came to the end and did not disappoint me. Not to mention the flowers in the film, there are beautiful scenery, there are monsters, there are special effects, there is a patriotic complex, and it is so interesting to say that such a slightly thin story can be said, and it is also possible to embellish the supporting actors in a timely manner. Skills. The director has been strong and strong, and for so many years, he can continue to toss his favorite movies, and the imagination is still endless. From the ghost market, the tornado, the duel to the cliff, I feel very gratified. Maybe I want to see such a Xu Ke, always do what I like, and always live in fantasy. In the movie theater in the middle of the night, I insisted on seeing the last scene of the movie, seeing long subtitles, and feeling that the movie is a very interesting industry. Many people are quietly paying attention to see such a wonderful commercial film. We should thank many people. We should also thank Xu Ke, perhaps he is not as good as before, not as smooth as before, but he is also trying to present his best side.",movie
560,"It is known that the Battle of Stalingrad is a fierce war. It is recorded that the two sides were estimated to have about 2 million casualties in this battle. The film &quot;Stalingrad&quot; does not describe the entire Battle of Stalingrad, but only selected the battle. A street battle in the city, and two loves between the two sides in the street battle. The Hollywood film &quot;Under the City&quot; is also based on the street fighting in the Battle of Stalingrad, but it is completely different from the Russian-directed Stalingrad. Indispensable war scenes, but relatively ruthless bullets and artillery, the film more aimed at the small people in the war and their subtle emotions. The ending is conceivable death, but the process is extended and magnified. Whether it is German or Soviet, men or women, they will eventually be ruthlessly destroyed by artillery. &quot;Stalingrad&quot; is using life to reflect on war and humanity, as well as the solemnity and nobleness of the Russian nation. Although to some extent, the excessive expression of emotional relationships and monologues in the film will test patience for some viewers who are familiar with fast-paced films, it is also understandable that this is one of the characteristics of Russian cinema. &quot;Stalingrad&quot; is just like all the excellent Russian literary works, rough, bold, heavy but delicate. From the very beginning, the film used a lot of long-lens, slow-motion and high-speed photographic lenses to magnify the cruelty of war, shuttle bullets, flying artillery fire, hit and blown soldiers, anxious burning land, and airborne, Coupled with heavy and slow music, the film is in a tragic atmosphere from beginning to end. The whole film is very poetic, and the audience is like watching a dynamic oil painting, which is both beautiful and extremely cruel. The only sunshine passage is probably the danger of the death of several Soviet soldiers guarding the building in the building. The 19th birthday party prepared for the young girl Kajia, who is waiting for them, is simple but touching, and does not say a word for half a year. The high-pitched singer also sang a song on the spot, still a sad and heavy lyric, and the best gift for the girl is a piece of soap and a dilapidated bathtub filled with hot water. In the war and the ruins, I want to clean my body. It is a luxury. There is no such thing as vulgarity and wretchedness. The feelings of Kajia and these soldiers are pure and sincere, because the soldiers guard not only her but also their country. The German officer who was born in the film as a Prussian nobleman stroking the Russian with his wife in the broken houseWomen, who communicated with the body in unspeakable language, the unrealistic love in the war, loudly accused why there is war, and this humanized setting also subverts the Germans in the mainstream of the past national ideology. Image cognition. All the wars are wrong, but the soldiers who participated in the war are not right or wrong, because they have no choice, and they are doing things that they can&#39;t help themselves in the untimely time. As a war-themed IMAX3D movie, the $30 million investment is also a huge investment in the history of Russian cinema. &quot;Stalingrad&quot; does show the temperament of an epic blockbuster, and 1:1 accurately restores the scene of war. The grandeur of the grandeur is shocking, and the details of props, art, costumes, etc. are all finely detailed. &quot;Stalingrad&quot; delicately restores the human brilliance in the brutal war, not only a war film, but also a strong and gloomy oil painting, beautiful and lyrical. Poetry and a deep and deep novel.",movie
561,"However, there are Song Kangxi and Jiang Dongyuan. Song Shu still has all kinds of meat inside. . . Laughing at me, this kind of attractive bridge is not to be handed over to Jiangye! ! ! Jiangâ€™s acting is really good, and there is no chain in front of Song Shu. And itâ€™s really cool to play with long arms and long legs. Jiang Yeâ€™s best actor award in the Korean Film Critics Award for his performance here is not a sneak peek. Although the expression on the plane and Song Shuâ€™s smile is still stupid. . .",movie
562,"This zombie is unexpectedly fast. . Is it mutated? Subverted the definition of zombies in the past. . And isn&#39;t the zombie the best smell? it&#39;s good now. Hearing is better. . The practice of building a wall reminds me of the attacking giant. . Fortunately. The facts show that it is impossible to solve practical problems. Such as the attacking giant and. This one. . Look at the crowd of people who open the tweeter. I feel that something is going to happen. . Fortunately, something went wrong. Otherwise they think they can stay safe forever.",movie
563,"&quot;Who was he loved? Who did he love? What has he been grateful for?&quot; Returning to these three questions, even those who are so sinful and sinful are also emotional. &quot;Even if you hate you or how hate you hate, you are born in the arms of love.&quot; Even the people you think are ugly are unique, and there has been a trace of innocence between the heavens and the earth. smile. The death of a life will always take away the tears of some people crying, whether he is a white-collar worker with no worries, or a peasant, or a lonely teenager. Finding the beauty of the hated person is the relief of the other person, and perhaps the relief of himself. Human nature is too complicated, not pure black and white, non-simple right and wrong, ugly and beautiful, hidden and rancid, this is the normal state of the human. Quietly thinking about these three problems, giving yourself a space to settle, but also opening up a world magical window. Everyone is unique and irreplaceable in this world. Even how insignificant, ordinary and ordinary, is also loved, loved, and extremely important to some people. &quot;No boring death, special people are dying.&quot; Every day in the newspaper, one by one, the cold figures, we gradually get used to it, and gradually forget it. Under those words, there was a life that was alive and beaten. It used to be a life that brought a smile to the world. Because it is out of reach, because things don&#39;t matter, so you can laugh at it, you can despise ridicule, only the moment of bad luck can only understand the uniqueness of life. Quietly answering these three questions, it is only a ridiculous silence. Maybe I am waiting for a mourner. Tiantong is too ridiculous, and he performed his mission well. The lost poet will continue to sing. On which day, I hope that I can sing these inferior poems, one knee and one knee, and reach the soul.",movie
564,"Since the release of &quot;Jinling Thirteen&quot; by Zhang Yimou in December last year, the film has set off a movie-shaking frenzy due to its special selection and perspective. For a time, or the sound of a slap or a slap in the air. Before I watched this film, several friends recommended that you must go to the theater to watch. Others reposted articles about criticizing the film on social networking sites. So the author decided to see it in person. After the filming of the last two hours, the author felt that it was not enough, and downloaded the original version of Yan Geling&#39;s original novel carefully. After reading, here are some of the author&#39;s words to readers. In general, &quot;Jinling Thirteen&quot; is a popular novel. Throughout a girl&#39;s perspective, it describes the time of the horrific people experienced by Stone City in December 1937. This is the author&#39;s unique path, but I have to say that this novel focuses on the strong plot and readability and the popularity that can be accepted by the public, focusing on depicting the plot and drama conflicts. And portray an impressive figure in it. The author did not ask the fate upwards, nor did he dig deep into the deep and unpredictable, intricate, good and evil people and humanity. The writing of the novel is more traditional, the story is the first protagonist, the text is mainly based on narrative, the plot is very compact, there are few vivid scene descriptions and language descriptions, and many arguments and lyrics of the prostitute as a bystander, Shujuan, have been added. From the narrative alone, the author told us a good story with a vivid plot. However, in terms of details, the plain description makes it difficult for readers to feel immersive. We seem to be listening to a story. The author&#39;s arguments and grievances seem to be somewhat addictive and even childish and kitsch, making the author seem like a storyteller, in fact, can be fully integrated into the story and description, let the readers experience. The narrative perspective of the novel is the memory of the &quot;relatives&quot; of &quot;I&quot;. The author wrote this &quot;fiction&quot; according to &quot;memory&quot;. In fact, the author intentionally chooses this method to increase the credibility of the story, but due to the lack of vivid shock The description makes the author feel that the story is only heard by the author. The double narrative of direct narrative and indirect narrative also reveals one of the authors or the self-confidence of the story itself or its own writing ability. In the first perspective of women&#39;s novels, the author&#39;s description of the protagonist&#39;s own can be described as a slogan, especially the opening of the &quot;early wave&quot; is especially a three-pointer, butThere is a lack of positive descriptions of male characters in the novel. As a woman, in several descriptions of Miss Zhao, the author unconsciously reveals the temptation and conquest of women&#39;s invincibility for men, and the addiction of A Gu, the deputy priest and Dai Major to Miss Zhao. The author also shows irony for men. The characters in the novel are divided into five groups: female students, prostitutes, priests, wounded soldiers, and little devils. The first two are the protagonists of the novel, and the contradictions in the early stage and the death of the late prostitute girl constitute the main plot of the novel. Both the priest representing salvation and the wounded soldier representing rebellion were weakened by the author. In fact, the author intentionally or unintentionally promoted a feminist idea in this novel. In the film, the director intentionally weakened this point, highlighting the heroic power of Li instructors and priests, but still can not cover up the shadow of the original feminism. Although the author&#39;s title is &quot;Jinling Thirteen&quot;, but it is not the main character of the thirteen people. In front of the work, it seems that people want to go to the &quot;Dream of Red Mansions&quot;-style &quot;group play&quot; mode, the image of people such as cardamom and jade. It is also very clear, but at the back end of the story, the author cleverly chose the first protagonist &quot;Miss Zhao&quot; to write a unique way. The author thinks that it is too difficult for the author to write 13 different tasks. As the first protagonist, &quot;Miss Zhao&quot; is a bit thin, only seeing &quot;experience&quot;, not seeing its delicate psychological changes, and &quot;myrtle&quot; before the death of &quot;bean&quot; is the most brilliant passage in the book. Itâ€™s just that the authorâ€™s arguments that Iâ€™ve joined later are really superfluous, so that the tragic picture freezes and the beautiful soul dance, itâ€™s perfect enough! The author believes that &quot;Jinling Thirteen&quot; lacks a clear purpose, is to show the humbleness and greatness of humanity in war? Or to show the girl&#39;s sexual enlightenment and learn to be grateful? Or is it ironclad to sue the Japanese cabinet crime? It seems that there is one point, and it seems that it is not the center? The author pays too much attention to the plot and readability of the story, but the real intention is not clear, as if to tell the world a vivid story. So everyone has their own interpretation, it is no wonder that after the film is released, the sound of praise or bad approval is endless.",movie
565,"The first half hour of the movie &quot;The Enemy&quot; made me look very interesting: the cold blue-black endless urban tones, the swaying and sloping composition created by the sinful sin atmosphere, multi-line narrative + time and space intertwined deliberately left out The suspense, and of course the role of the edge of the face, black temperament, these make me shine, and I strongly look forward to the emergence of a stylized domestic crime film like &quot;Pulp Fiction&quot; or &quot;Poor Street&quot;. For a long time, the subject matter of the case is a large minefield or even a forbidden zone of domestic movies. It is not allowed to describe the details and process of the crime too much, the theme must be positive and bright, the characters need to be righteous and evil, and the good and evil are reported, etc., not only the type of vigilance. (and related criminal movies, black film types) the vitality of film creation, let the creators stagnate. Even the vigilant movies like Du Qifeng, if they enter the mainland market, can only choose the &quot;safe mode&quot; of &quot;Police War&quot;, which is dominated by public security heroes, not to mention the young directors with limited experience and limited voice. However, in the talented young directors, even if they wear paper shackles, there is still room for individual creation. As long as you have a desire to create undue pleasure, for example, before the young directors passed the &quot;Watcher: Sin and Lost&quot; and &quot;The Whole People&quot; Witnessing, as well as the efforts of the young director Cheng Er through the &quot;Borders of the Borders&quot; on the confusing and style of criminal films, can be encouraged and learned. The &quot;Hunter&quot; written by Fuxi, a young director, has the same pursuit. Although it has been mixed, it is worthy of serious consideration. &quot;Hunting the ugly&quot; also chose to use the &quot;criminal people&quot; Wu Zhenyu and Fan Shaohuang as the protagonists of the film, and put the social justice forces such as the public prosecution law into the background or simply let them absent, &quot;covering the traditional story of punishing evil and promoting goodness.&quot; Underneath, focus on the struggle and redemption of humanity in the face of good and evil choices, as well as the discussion of the extent to which violence against violence is justified. The author&#39;s intentions in the type breakthrough are obvious, and the knitting in the drama has also made a lot of effort. The efforts in creating the style of the film are also easily felt by ordinary audiences. The portrait of Hong Kong&#39;s famous photographer, Huang Yuetai, makes the film&#39;s stylization in the language of the film especially prominent. The color, composition and image are all in the face of a strong black movie atmosphere, and the plot and editing rhythm of the first half of the film. This kind of atmosphere combines to complement each other, creating a rare sense of &quot;sin heaven&quot; in domestic movies.: The world of ecstasy, the extravagance of the gangsters, the flirtation of the villains, and the sculpt of the two bosses (Chang Yi and Lin Xue), which brings a sense of Hong Kong gangsters. It is quite fresh in mainland movies. ), the deity of the protagonist and the desire to stop (Wu Zhenyu&#39;s role setting, the director clearly pays tribute to Martin Scorsese&#39;s &quot;Taxi Driver&quot;, similar to Huang Qiusheng in the Hong Kong film &quot;The Taxi Judge&quot;) They all feel quite fresh and energetic, and bring a strong desire to watch. Stylized creation and deepening is not only the effort of image modeling, but also the relay of character characterization and plot development. However, when the relationship between characters becomes clearer, the drama in the latter part of the film gradually disappears. It must be said that it is a bit regrettable. . Moreover, the rhythm of Wu Zhenyu and Fan Shaohuang&#39;s relationship changes is a bit rough, lacking memorable details and human struggles. In addition, how to balance the relationship between the plot advancement, the truth, and the character portrayal is the part of the film writer&#39;s director who wants to learn from the director of &quot;The National Witness&quot;. However, what is more rare is that the suspense of the truth of the relationship between the two is still preserved until the last moment, and the truth of the two people&#39;s behavior is not lacking in touching human brilliance. It must be said that this is in line with the rules and regulations of the film review, and it is also a certain necessity for the development of character. How to effectively combine the two is a category that the young creators of the Mainland will continue to ponder in the future. In addition, although the film&#39;s sub-line story is not much inked, it has effectively compensated for the protagonist&#39;s living space and spiritual world. The relationship between Fan Shaohuang and his father, the love story of Deng Ziyi and Wu Zhenyu all make people feel the true feelings and human salvation beyond the dark atmosphere. It can be said that the film conveys the positive energy of â€œgrounding gasâ€ inadvertently.",movie
